,product_type_no,graphical_appearance_no,colour_group_code,index_code,section_no,garment_group_no
27370,75,1010016,9,C,65,1019
27371,75,1010010,6,C,65,1019
27372,75,1010016,51,C,65,1019
27373,265,1010001,23,A,18,1010
27374,265,1010001,73,A,18,1010
27375,272,1010016,9,A,11,1009
27376,272,1010001,73,A,11,1009
27377,272,1010016,73,A,11,1009
27378,272,1010016,93,A,11,1009
27379,274,1010016,9,A,11,1009
27380,274,1010016,11,A,11,1009
27381,274,1010016,73,A,11,1009
27382,274,1010017,9,A,11,1009
27383,274,1010001,73,A,11,1009
27384,274,1010016,42,A,11,1009
27385,274,1010001,12,A,11,1009
27386,274,1010017,73,A,11,1009
27387,274,1010016,92,A,11,1009
27388,274,1010016,73,A,11,1009
27389,274,1010016,51,A,11,1009
27390,286,1010021,9,D,51,1017
27391,286,1010007,7,D,51,1017
27392,274,1010016,9,A,11,1009
27393,274,1010016,73,A,11,1009
27394,265,1010001,10,D,53,1013
27395,265,1010016,73,D,53,1013
27396,265,1010001,93,D,53,1013
27397,265,1010001,9,D,53,1013
27398,302,1010017,9,D,51,1017
27399,302,1010001,9,D,51,1017
27400,302,1010001,10,D,51,1017
27401,302,1010001,51,D,51,1017
27402,302,1010017,91,D,51,1017
27403,286,1010021,52,D,51,1017
27404,253,1010016,93,A,82,1001
27405,258,1010016,93,A,82,1001
27406,245,1010010,19,I,77,1003
27407,275,1010001,9,D,53,1012
27408,275,1010001,72,D,53,1012
27409,258,1010016,32,A,11,1010
27410,275,1010023,51,D,53,1012
27411,255,1010008,7,I,77,1005
27412,255,1010008,10,I,77,1005
27413,255,1010008,10,I,77,1005
27414,265,1010017,10,I,77,1005
27415,255,1010008,50,I,77,1005
27416,255,1010008,81,I,77,1005
27417,274,1010008,7,I,77,1005
27418,253,1010008,9,I,77,1005
27419,253,1010008,81,I,77,1005
27420,59,1010016,9,F,26,1018
27421,59,1010016,83,F,26,1018
27422,59,1010016,73,F,26,1018
27423,59,1010005,73,F,26,1018
27424,59,1010014,93,F,26,1018
27425,59,1010005,93,F,26,1018
27426,273,1010020,9,D,51,1002
27427,273,1010020,53,D,51,1002
27428,255,1010016,10,H,79,1002
27429,255,1010016,92,H,79,1002
27430,255,1010016,73,H,79,1002
27431,255,1010016,50,H,79,1002
27432,255,1010017,50,H,79,1002
27433,255,1010017,73,H,79,1002
27434,255,1010017,10,H,79,1002
27435,255,1010025,52,H,79,1002
27436,255,1010006,73,H,79,1002
27437,255,1010025,82,H,79,1002
27438,252,1010022,10,A,15,1005
27439,252,1010022,9,A,15,1005
27440,252,1010016,9,A,15,1005
27441,252,1010016,9,A,15,1005
27442,252,1010016,73,A,15,1005
27443,252,1010010,7,A,15,1005
27444,252,1010022,9,A,15,1005
27445,252,1010001,7,A,15,1005
27446,252,1010016,12,A,15,1005
27447,252,1010007,10,A,15,1005
27448,252,1010010,7,A,15,1005
27449,252,1010007,9,A,15,1005
27450,252,1010007,31,A,15,1005
27451,255,1010016,73,H,76,1005
27452,255,1010016,81,H,76,1005
27453,272,1010016,9,H,76,1005
27454,255,1010008,7,H,76,1005
27455,81,1010016,31,C,66,1019
27456,81,1010016,17,C,66,1019
27457,81,1010016,14,C,66,1019
27458,66,1010001,51,J,45,1019
27459,258,1010001,72,D,53,1010
27460,258,1010016,10,D,53,1010
27461,272,1010016,93,A,82,1001
27462,67,1010016,17,F,25,1019
27463,252,1010026,73,I,77,1003
27464,252,1010026,51,I,77,1003
27465,252,1010026,11,I,77,1003
27466,252,1010017,73,I,77,1003
27467,258,1010016,10,D,50,1010
27468,255,1010002,9,A,15,1005
27469,273,1010016,9,A,15,1005
27470,254,1010015,11,H,76,1005
27471,254,1010015,51,H,76,1005
27472,254,1010015,10,H,76,1005
27473,254,1010015,6,H,76,1005
27474,265,1010001,6,H,79,1002
27475,265,1010001,10,H,79,1002
27476,265,1010001,73,H,79,1002
27477,265,1010001,51,H,79,1002
27478,265,1010006,82,H,79,1002
27479,265,1010025,52,H,79,1002
27480,265,1010001,73,H,79,1002
27481,265,1010001,73,H,79,1002
27482,265,1010006,42,H,79,1002
27483,265,1010001,10,H,79,1002
27484,265,1010001,51,H,79,1002
27485,265,1010001,52,H,79,1002
27486,265,1010001,10,H,79,1002
27487,265,1010001,81,H,79,1002
27488,265,1010017,73,H,79,1002
27489,265,1010001,21,H,79,1002
27490,265,1010001,6,H,79,1002
27491,265,1010001,73,H,79,1002
27492,265,1010006,10,H,79,1002
27493,265,1010017,10,H,79,1002
27494,265,1010001,50,H,79,1002
27495,265,1010017,10,H,79,1002
27496,265,1010001,73,H,79,1002
27497,265,1010001,52,H,79,1002
27498,265,1010017,10,H,79,1002
27499,265,1010001,21,H,79,1002
27500,265,1010001,61,H,79,1002
27501,265,1010001,41,H,79,1002
27502,265,1010006,42,H,79,1002
27503,265,1010017,61,H,79,1002
27504,265,1010001,9,H,79,1002
27505,265,1010001,8,H,79,1002
27506,265,1010001,6,H,79,1002
27507,265,1010001,51,H,79,1002
27508,265,1010001,71,H,79,1002
27509,265,1010017,22,H,79,1002
27510,273,1010016,9,H,79,1002
27511,273,1010016,73,H,79,1002
27512,273,1010010,7,H,79,1002
27513,273,1010010,9,H,79,1002
27514,273,1010016,9,H,79,1002
27515,273,1010001,73,H,79,1002
27516,273,1010001,9,H,79,1002
27517,273,1010001,8,H,79,1002
27518,273,1010001,51,H,79,1002
27519,273,1010001,9,H,79,1002
27520,273,1010016,43,H,79,1002
27521,273,1010001,43,H,79,1002
27522,273,1010001,73,H,79,1002
27523,273,1010001,9,H,79,1002
27524,273,1010001,9,H,79,1002
27525,273,1010005,9,H,79,1002
27526,273,1010001,52,H,79,1002
27527,273,1010020,73,H,79,1002
27528,273,1010001,73,H,79,1002
27529,273,1010001,8,H,79,1002
27530,273,1010001,8,H,79,1002
27531,273,1010001,9,H,79,1002
27532,273,1010001,14,H,79,1002
27533,273,1010006,73,H,79,1002
27534,273,1010016,53,H,79,1002
27535,273,1010001,73,H,79,1002
27536,273,1010001,52,H,79,1002
27537,273,1010001,9,H,79,1002
27538,273,1010001,73,H,79,1002
27539,273,1010016,73,H,79,1002
27540,273,1010001,9,H,79,1002
27541,273,1010006,9,H,79,1002
27542,273,1010001,52,H,79,1002
27543,273,1010001,73,H,79,1002
27544,273,1010001,8,H,79,1002
27545,273,1010001,8,H,79,1002
27546,273,1010006,13,H,79,1002
27547,273,1010001,52,H,79,1002
27548,273,1010001,22,H,79,1002
27549,272,1010004,13,A,18,1009
27550,273,1010017,10,H,79,1002
27551,273,1010016,9,H,79,1002
27552,273,1010001,73,H,79,1002
27553,273,1010016,73,H,79,1002
27554,273,1010016,51,H,79,1002
27555,273,1010001,7,H,79,1002
27556,273,1010016,82,H,79,1002
27557,273,1010016,73,H,79,1002
27558,273,1010001,73,H,79,1002
27559,273,1010014,52,H,79,1002
27560,273,1010011,51,H,79,1002
27561,273,1010011,9,H,79,1002
27562,273,1010005,7,H,79,1002
27563,273,1010016,10,H,79,1002
27564,273,1010001,6,H,79,1002
27565,273,1010006,52,H,79,1002
27566,273,1010014,7,H,79,1002
27567,273,1010001,6,H,79,1002
27568,273,1010001,51,H,79,1002
27569,273,1010014,42,H,79,1002
27570,273,1010014,9,H,79,1002
27571,273,1010009,73,H,79,1002
27572,273,1010001,21,H,79,1002
27573,273,1010001,8,H,79,1002
27574,273,1010001,61,H,79,1002
27575,273,1010009,43,H,79,1002
27576,273,1010014,73,H,79,1002
27577,273,1010009,51,H,79,1002
27578,273,1010001,51,H,79,1002
27579,272,1010001,11,A,18,1009
27580,272,1010001,73,A,18,1009
27581,272,1010001,10,A,18,1009
27582,272,1010001,13,A,18,1009
27583,272,1010017,91,A,18,1009
27584,272,1010023,12,A,18,1009
27585,272,1010016,11,A,18,1009
27586,272,1010016,9,A,18,1009
27587,256,1010016,10,A,18,1005
27588,272,1010016,12,A,18,1009
27589,275,1010016,12,A,18,1009
27590,272,1010016,9,A,18,1009
27591,272,1010016,13,A,18,1009
27592,272,1010016,10,A,18,1009
27593,272,1010016,11,A,18,1009
27594,272,1010016,93,A,18,1009
27595,272,1010016,91,A,18,1009
27596,272,1010016,9,A,18,1009
27597,262,1010004,13,A,18,1008
27598,262,1010001,11,A,18,1008
27599,264,1010016,12,A,18,1008
27600,262,1010017,12,A,18,1008
27601,264,1010001,71,A,18,1008
27602,252,1010016,92,A,6,1003
27603,252,1010017,8,A,6,1003
27604,255,1010018,10,F,55,1005
27605,255,1010018,9,F,55,1005
27606,255,1010018,73,F,55,1005
27607,81,1010016,31,C,66,1019
27608,81,1010016,53,C,66,1019
27609,81,1010016,52,C,66,1019
27610,81,1010011,53,C,66,1019
27611,81,1010011,22,C,66,1019
27612,302,1010001,71,B,62,1021
27613,256,1010001,92,G,44,1002
27614,256,1010001,52,G,44,1002
27615,256,1010001,72,G,44,1002
27616,256,1010017,8,G,44,1002
27617,256,1010016,73,G,44,1002
27618,256,1010001,10,G,44,1002
27619,256,1010016,31,G,44,1002
27620,256,1010001,91,G,44,1002
27621,256,1010016,51,G,44,1002
27622,256,1010017,73,G,44,1002
27623,256,1010017,8,G,44,1002
27624,256,1010001,73,G,44,1002
27625,256,1010001,81,G,44,1002
27626,256,1010001,8,G,44,1002
27627,256,1010001,7,G,44,1002
27628,256,1010001,51,G,44,1002
27629,252,1010016,73,A,8,1005
27630,252,1010016,9,A,8,1005
27631,262,1010007,73,A,82,1001
27632,252,1010001,10,D,53,1003
27633,245,1010016,9,D,53,1003
27634,245,1010010,7,D,53,1003
27635,258,1010016,9,A,2,1005
27636,258,1010016,93,A,2,1005
27637,308,1010010,9,A,8,1005
27638,258,1010016,9,A,2,1005
27639,258,1010016,53,A,2,1005
27640,255,1010001,6,H,79,1002
27641,255,1010017,10,H,79,1002
27642,255,1010017,10,H,79,1002
27643,255,1010001,73,H,79,1002
27644,255,1010012,50,H,79,1002
27645,255,1010001,10,H,79,1002
27646,255,1010001,10,H,79,1002
27647,255,1010012,81,H,79,1002
27648,255,1010012,6,H,79,1002
27649,255,1010009,51,H,79,1002
27650,255,1010012,6,H,79,1002
27651,255,1010001,51,H,79,1002
27652,255,1010017,10,H,79,1002
27653,255,1010016,43,H,79,1002
27654,255,1010016,10,H,79,1002
27655,255,1010017,10,H,79,1002
27656,255,1010001,73,H,79,1002
27657,255,1010001,51,H,79,1002
27658,255,1010016,10,H,79,1002
27659,255,1010001,6,H,79,1002
27660,255,1010016,51,H,79,1002
27661,255,1010016,8,H,79,1002
27662,255,1010017,10,H,79,1002
27663,255,1010017,10,H,79,1002
27664,255,1010001,73,H,79,1002
27665,255,1010001,10,H,79,1002
27666,255,1010001,51,H,79,1002
27667,255,1010016,10,H,79,1002
27668,255,1010016,51,H,79,1002
27669,255,1010016,10,H,79,1002
27670,255,1010016,51,H,79,1002
27671,255,1010012,73,H,79,1002
27672,255,1010001,51,H,79,1002
27673,255,1010012,10,H,79,1002
27674,255,1010016,43,H,79,1002
27675,255,1010016,52,H,79,1002
27676,255,1010001,6,H,79,1002
27677,255,1010001,52,H,79,1002
27678,255,1010001,10,H,79,1002
27679,511,1010016,9,C,66,1019
27680,74,1010016,12,C,66,1019
27681,74,1010016,32,C,66,1019
27682,74,1010016,19,C,66,1019
27683,74,1010016,51,C,66,1019
27684,74,1010016,73,C,66,1019
27685,74,1010016,6,C,66,1019
27686,74,1010016,19,C,66,1019
27687,74,1010016,22,C,66,1019
27688,74,1010001,9,C,66,1019
27689,74,1010001,19,C,66,1019
27690,74,1010017,9,C,66,1019
27691,74,1010001,42,C,66,1019
27692,74,1010001,9,C,66,1019
27693,74,1010016,32,C,66,1019
27694,74,1010016,93,C,66,1019
27695,74,1010017,33,C,66,1019
27696,74,1010001,73,C,66,1019
27697,74,1010001,9,C,66,1019
27698,74,1010017,13,C,66,1019
27699,74,1010001,33,C,66,1019
27700,74,1010001,93,C,66,1019
27701,255,1010016,10,A,6,1005
27702,255,1010017,10,A,6,1005
27703,255,1010016,8,A,6,1005
27704,265,1010016,9,D,51,1002
27705,265,1010010,9,D,51,1002
27706,270,1010017,73,G,41,1005
27707,265,1010026,9,D,50,1023
27708,76,1010010,13,F,25,1019
27709,274,1010023,71,H,46,1016
27710,274,1010023,72,H,46,1016
27711,274,1010023,71,H,46,1016
27712,274,1010023,71,H,46,1016
27713,274,1010023,72,H,46,1016
27714,272,1010001,9,A,15,1009
27715,89,1010016,9,F,27,1020
27716,275,1010016,19,A,15,1012
27717,275,1010016,9,A,15,1012
27718,275,1010016,41,A,15,1012
27719,272,1010023,72,H,46,1016
27720,272,1010023,72,H,46,1016
27721,272,1010023,72,H,46,1016
27722,274,1010023,71,I,47,1016
27723,274,1010023,72,I,47,1016
27724,262,1010016,93,F,31,1007
27725,272,1010023,9,I,47,1016
27726,306,1010016,52,B,61,1017
27727,252,1010016,81,I,77,1005
27728,252,1010016,31,I,77,1005
27729,286,1010016,52,B,61,1017
27730,286,1010016,51,B,61,1017
27731,286,1010016,10,B,61,1017
27732,286,1010016,71,B,61,1017
27733,286,1010016,9,B,61,1017
27734,286,1010016,19,B,61,1017
27735,272,1010023,72,I,47,1016
27736,272,1010023,8,I,47,1016
27737,255,1010016,13,D,58,1005
27738,255,1010018,9,D,58,1005
27739,255,1010016,10,D,58,1005
27740,255,1010018,9,D,58,1005
27741,286,1010016,52,B,61,1017
27742,91,1010016,31,J,42,1020
27743,91,1010001,61,J,42,1020
27744,308,1010005,83,I,47,1005
27745,308,1010014,9,I,47,1005
27746,258,1010016,9,A,11,1010
27747,258,1010016,93,A,11,1010
27748,258,1010016,10,A,11,1010
27749,265,1010001,9,A,2,1010
27750,258,1010001,9,A,2,1010
27751,274,1010016,9,D,53,1025
27752,274,1010001,10,D,53,1025
27753,274,1010001,9,D,53,1025
27754,144,1010016,9,C,64,1020
27755,144,1010016,43,C,64,1020
27756,91,1010016,9,C,64,1020
27757,91,1010016,12,C,64,1020
27758,91,1010016,9,C,64,1020
27759,91,1010016,13,C,64,1020
27760,91,1010016,32,C,64,1020
27761,91,1010016,9,C,64,1020
27762,91,1010016,42,C,64,1020
27763,255,1010016,73,F,28,1003
27764,255,1010016,73,F,28,1003
27765,255,1010017,10,F,28,1003
27766,255,1010016,9,F,23,1003
27767,255,1010016,10,F,23,1003
27768,255,1010016,73,F,23,1003
27769,255,1010016,71,F,23,1003
27770,255,1010016,17,F,23,1003
27771,273,1010005,9,A,8,1005
27772,272,1010016,9,A,8,1005
27773,252,1010014,6,D,53,1005
27774,252,1010008,42,D,53,1005
27775,252,1010014,10,D,53,1005
27776,88,1010001,73,J,42,1020
27777,88,1010014,30,J,42,1020
27778,94,1010016,9,J,42,1020
27779,94,1010001,73,J,42,1020
27780,252,1010016,9,D,53,1005
27781,252,1010016,19,D,53,1005
27782,272,1010016,9,A,11,1005
27783,94,1010016,73,J,42,1020
27784,94,1010016,93,J,42,1020
27785,94,1010016,10,J,42,1020
27786,252,1010014,9,D,53,1005
27787,94,1010016,10,J,42,1020
27788,94,1010016,73,J,42,1020
27789,94,1010016,8,J,42,1020
27790,272,1010016,73,A,15,1009
27791,252,1010010,7,G,44,1006
27792,94,1010005,9,J,42,1020
27793,93,1010002,32,J,42,1020
27794,296,1010016,72,B,62,1017
27795,298,1010016,93,B,60,1018
27796,298,1010011,13,B,60,1018
27797,59,1010016,93,B,60,1018
27798,59,1010011,13,B,60,1018
27799,80,1010010,7,G,44,1006
27800,80,1010016,31,G,44,1006
27801,80,1010016,33,G,44,1006
27802,80,1010016,42,G,44,1006
27803,80,1010010,42,G,44,1006
27804,252,1010017,73,A,11,1003
27805,252,1010017,17,A,11,1003
27806,257,1010016,9,F,26,1002
27807,257,1010010,73,F,26,1002
27808,257,1010010,7,F,26,1002
27809,257,1010016,43,F,26,1002
27810,257,1010017,43,F,26,1002
27811,257,1010017,9,F,26,1002
27812,257,1010017,9,F,26,1002
27813,59,1010016,60,B,60,1018
27814,59,1010016,9,B,60,1018
27815,59,1010016,93,B,60,1018
27816,59,1010016,10,B,60,1018
27817,59,1010016,60,B,60,1018
27818,59,1010016,9,B,60,1018
27819,59,1010016,93,B,60,1018
27820,59,1010016,10,B,60,1018
27821,272,1010023,8,A,15,1009
27822,272,1010023,72,A,15,1009
27823,298,1010016,60,B,60,1018
27824,298,1010016,9,B,60,1018
27825,298,1010016,93,B,60,1018
27826,298,1010016,10,B,60,1018
27827,254,1010017,9,A,16,1002
27828,254,1010017,7,A,16,1002
27829,265,1010001,9,A,15,1001
27830,252,1010007,10,D,53,1005
27831,252,1010007,9,D,53,1005
27832,75,1010016,12,G,44,1006
27833,74,1010002,13,G,44,1006
27834,253,1010007,9,D,53,1003
27835,252,1010016,9,D,53,1003
27836,252,1010016,51,D,53,1003
27837,245,1010026,10,D,53,1003
27838,245,1010026,9,D,53,1003
27839,245,1010026,51,D,53,1003
27840,253,1010013,10,D,53,1003
27841,253,1010013,42,D,53,1003
27842,253,1010016,51,D,53,1003
27843,253,1010016,10,D,53,1003
27844,253,1010016,9,D,53,1003
27845,253,1010016,42,D,53,1003
27846,66,1010016,10,A,97,1001
27847,268,1010024,73,G,44,1006
27848,78,1010016,10,A,97,1001
27849,255,1010001,10,H,76,1005
27850,255,1010001,52,H,76,1005
27851,255,1010001,73,H,76,1005
27852,272,1010016,9,H,76,1005
27853,254,1010016,9,A,14,1013
27854,254,1010016,71,A,14,1013
27855,254,1010016,11,A,14,1013
27856,265,1010001,9,A,14,1013
27857,265,1010016,73,A,14,1013
27858,265,1010016,31,A,14,1013
27859,254,1010021,9,A,14,1013
27860,254,1010021,31,A,14,1013
27861,265,1010017,10,H,76,1014
27862,273,1010001,10,I,77,1005
27863,293,1010008,10,H,79,1017
27864,57,1010001,50,J,43,1018
27865,57,1010006,73,J,43,1018
27866,57,1010016,50,J,43,1018
27867,299,1010001,50,J,43,1018
27868,60,1010001,73,J,43,1018
27869,57,1010001,9,J,43,1018
27870,79,1010016,5,C,66,1019
27871,79,1010016,3,C,66,1019
27872,272,1010017,73,A,97,1001
27873,259,1010016,10,A,97,1001
27874,259,1010016,9,A,97,1001
27875,57,1010001,9,J,43,1018
27876,258,1010016,12,A,97,1001
27877,299,1010001,50,J,43,1018
27878,253,1010016,61,A,97,1001
27879,253,1010016,8,A,97,1001
27880,272,1010004,13,A,2,1009
27881,254,1010016,10,A,97,1001
27882,254,1010016,73,A,97,1001
27883,254,1010016,62,A,97,1001
27884,78,1010023,71,A,97,1001
27885,255,1010016,10,A,97,1001
27886,255,1010016,9,A,97,1001
27887,299,1010021,81,J,43,1018
27888,299,1010008,73,J,43,1018
27889,255,1010016,10,A,82,1023
27890,255,1010016,61,A,82,1023
27891,255,1010016,14,A,82,1023
27892,298,1010016,9,A,97,1001
27893,298,1010016,62,A,97,1001
27894,59,1010016,9,A,97,1001
27895,59,1010016,62,A,97,1001
27896,265,1010017,73,A,97,1001
27897,306,1010016,73,A,97,1001
27898,272,1010016,71,D,53,1009
27899,272,1010016,9,D,53,1009
27900,272,1010016,10,D,53,1009
27901,272,1010016,71,D,53,1009
27902,272,1010016,71,D,53,1009
27903,272,1010016,73,D,53,1009
27904,272,1010016,9,D,53,1009
27905,272,1010016,9,D,53,1009
27906,272,1010016,73,D,53,1009
27907,272,1010016,8,D,53,1009
27908,272,1010016,19,D,53,1009
27909,272,1010016,73,D,53,1009
27910,272,1010016,71,D,53,1009
27911,272,1010016,72,D,53,1009
27912,272,1010023,81,D,53,1009
27913,272,1010016,14,D,53,1009
27914,252,1010010,42,A,82,1001
27915,254,1010004,93,A,15,1001
27916,254,1010016,11,A,15,1001
27917,254,1010016,22,A,15,1001
27918,254,1010017,42,A,15,1001
27919,254,1010017,51,A,15,1001
27920,252,1010016,9,F,24,1001
27921,252,1010014,73,F,20,1005
27922,252,1010014,42,F,20,1005
27923,252,1010014,62,F,20,1005
27924,252,1010008,9,F,20,1005
27925,265,1010001,9,D,53,1013
27926,272,1010016,73,A,6,1009
27927,274,1010017,10,A,6,1009
27928,252,1010001,10,D,53,1003
27929,262,1010016,19,H,45,1007
27930,262,1010001,19,H,45,1007
27931,258,1010017,73,A,15,1013
27932,258,1010001,33,A,15,1013
27933,258,1010017,10,A,15,1013
27934,258,1010016,9,A,15,1013
27935,252,1010008,73,D,53,1003
27936,274,1010004,12,F,24,1001
27937,254,1010008,51,I,77,1005
27938,254,1010008,9,I,77,1005
27939,254,1010008,73,I,77,1005
27940,254,1010008,73,I,77,1005
27941,275,1010017,11,A,15,1001
27942,262,1010001,12,A,15,1001
27943,272,1010016,73,A,15,1001
27944,272,1010016,12,A,15,1001
27945,272,1010016,9,A,15,1001
27946,272,1010001,12,A,15,1001
27947,255,1010014,10,F,21,1005
27948,255,1010014,90,F,21,1005
27949,255,1010014,50,F,21,1005
27950,255,1010014,9,F,21,1005
27951,255,1010008,10,F,21,1005
27952,255,1010008,73,F,21,1005
27953,255,1010008,10,F,21,1005
27954,255,1010014,22,F,21,1005
27955,255,1010008,53,F,21,1005
27956,255,1010008,7,F,21,1005
27957,255,1010008,9,F,21,1005
27958,255,1010008,10,F,21,1005
27959,255,1010010,7,F,21,1005
27960,255,1010008,73,F,21,1005
27961,255,1010008,10,F,21,1005
27962,255,1010014,73,F,21,1005
27963,255,1010008,10,F,21,1005
27964,255,1010008,93,F,21,1005
27965,255,1010008,42,F,21,1005
27966,255,1010008,73,F,21,1005
27967,257,1010016,10,F,21,1005
27968,257,1010016,9,F,21,1005
27969,257,1010016,73,F,21,1005
27970,257,1010016,51,F,21,1005
27971,257,1010016,73,F,21,1005
27972,257,1010016,61,F,21,1005
27973,257,1010016,53,F,21,1005
27974,257,1010016,91,F,21,1005
27975,257,1010010,7,F,21,1005
27976,257,1010016,21,F,21,1005
27977,257,1010010,73,F,21,1005
27978,257,1010016,93,F,21,1005
27979,274,1010010,7,F,21,1005
27980,274,1010014,93,F,21,1005
27981,274,1010001,9,F,21,1005
27982,258,1010016,9,A,18,1010
27983,308,1010010,7,I,79,1002
27984,308,1010010,7,I,79,1002
27985,308,1010025,51,I,79,1002
27986,265,1010016,53,A,15,1001
27987,265,1010001,9,A,15,1001
27988,265,1010004,12,A,15,1001
27989,265,1010016,71,A,15,1001
27990,272,1010016,73,F,24,1001
27991,274,1010016,9,I,79,1002
27992,274,1010010,7,I,79,1002
27993,274,1010016,82,I,79,1002
27994,274,1010016,10,I,79,1002
27995,91,1010016,50,J,42,1020
27996,91,1010011,61,J,42,1020
27997,255,1010001,10,G,44,1002
27998,255,1010001,52,G,44,1002
27999,255,1010001,71,G,44,1002
28000,255,1010001,51,G,44,1002
28001,255,1010001,42,G,44,1002
28002,258,1010022,33,A,15,1010
28003,258,1010016,71,A,15,1010
28004,258,1010007,10,A,15,1010
28005,258,1010007,10,A,15,1010
28006,258,1010007,73,A,15,1010
28007,252,1010010,8,F,20,1003
28008,252,1010016,19,F,20,1003
28009,259,1010001,10,F,21,1011
28010,259,1010001,53,F,21,1011
28011,259,1010016,72,F,21,1011
28012,259,1010017,71,F,21,1011
28013,259,1010016,10,F,21,1011
28014,259,1010016,71,F,21,1011
28015,259,1010016,62,F,21,1011
28016,259,1010016,19,F,21,1011
28017,259,1010016,9,F,21,1011
28018,267,1010001,73,I,77,1014
28019,267,1010001,81,I,77,1014
28020,267,1010001,21,I,77,1014
28021,267,1010001,51,I,77,1014
28022,274,1010016,9,A,15,1025
28023,274,1010016,93,A,15,1025
28024,274,1010016,12,A,15,1025
28025,267,1010024,71,I,77,1014
28026,267,1010001,10,I,77,1014
28027,274,1010016,9,A,15,1025
28028,308,1010014,7,I,47,1005
28029,274,1010001,73,I,47,1005
28030,274,1010002,7,I,47,1005
28031,255,1010008,10,I,47,1005
28032,255,1010001,41,I,47,1005
28033,255,1010008,73,I,47,1005
28034,255,1010017,72,I,47,1005
28035,255,1010017,93,I,47,1005
28036,262,1010016,19,I,45,1007
28037,262,1010016,9,I,45,1007
28038,57,1010016,9,B,60,1018
28039,298,1010016,92,B,60,1018
28040,298,1010016,9,B,60,1018
28041,298,1010016,10,B,60,1018
28042,298,1010016,50,B,60,1018
28043,59,1010016,92,B,60,1018
28044,59,1010016,9,B,60,1018
28045,59,1010016,10,B,60,1018
28046,59,1010016,50,B,60,1018
28047,245,1010008,7,H,48,1023
28048,245,1010008,73,H,48,1023
28049,245,1010008,92,H,48,1023
28050,245,1010008,42,H,48,1023
28051,245,1010008,10,H,48,1023
28052,245,1010008,51,H,48,1023
28053,245,1010008,32,H,48,1023
28054,245,1010008,73,H,48,1023
28055,245,1010008,21,H,48,1023
28056,245,1010008,53,H,48,1023
28057,69,1010008,10,H,48,1023
28058,69,1010008,42,H,48,1023
28059,69,1010008,92,H,48,1023
28060,91,1010011,3,C,64,1020
28061,91,1010016,9,C,64,1020
28062,255,1010007,10,H,76,1005
28063,252,1010014,21,D,53,1005
28064,255,1010016,10,G,44,1002
28065,265,1010014,51,I,77,1005
28066,265,1010001,73,I,77,1005
28067,272,1010001,73,A,6,1009
28068,265,1010017,73,A,6,1013
28069,265,1010016,42,A,6,1013
28070,265,1010016,10,A,6,1013
28071,265,1010016,42,A,6,1013
28072,275,1010026,10,I,77,1014
28073,245,1010014,82,G,41,1003
28074,306,1010021,9,B,61,1017
28075,306,1010021,10,B,61,1017
28076,306,1010021,31,B,61,1017
28077,306,1010021,60,B,61,1017
28078,306,1010020,43,B,61,1017
28079,254,1010016,73,D,53,1005
28080,66,1010016,9,S,5,1019
28081,258,1010001,80,I,77,1014
28082,76,1010016,12,D,52,1019
28083,254,1010016,9,A,15,1005
28084,267,1010016,51,D,53,1013
28085,267,1010016,10,D,53,1013
28086,308,1010016,7,I,72,1002
28087,308,1010016,71,I,72,1002
28088,308,1010016,7,I,72,1002
28089,91,1010016,33,C,64,1020
28090,91,1010016,17,C,64,1020
28091,91,1010016,9,C,64,1020
28092,91,1010009,5,C,64,1020
28093,91,1010016,17,C,64,1020
28094,91,1010016,10,C,64,1020
28095,274,1010001,80,I,77,1009
28096,306,1010021,31,B,61,1017
28097,306,1010021,52,B,61,1017
28098,306,1010021,51,B,61,1017
28099,252,1010012,73,I,72,1002
28100,252,1010012,32,I,72,1002
28101,252,1010002,13,D,58,1003
28102,265,1010001,72,D,53,1013
28103,265,1010016,42,D,53,1013
28104,69,1010007,51,J,45,1019
28105,252,1010016,11,A,82,1001
28106,265,1010001,93,D,53,1013
28107,265,1010001,22,D,53,1013
28108,252,1010009,9,D,53,1005
28109,258,1010016,10,A,6,1010
28110,258,1010001,71,A,6,1010
28111,258,1010001,42,A,6,1010
28112,258,1010001,73,A,6,1010
28113,253,1010001,81,H,46,1005
28114,253,1010001,10,H,46,1005
28115,258,1010017,9,A,2,1010
28116,258,1010016,10,A,11,1010
28117,258,1010016,9,A,11,1010
28118,302,1010016,9,B,62,1021
28119,272,1010010,7,G,44,1006
28120,80,1010001,73,F,25,1019
28121,82,1010001,73,F,25,1019
28122,252,1010016,73,D,53,1005
28123,262,1010016,9,F,31,1007
28124,255,1010001,73,H,76,1005
28125,255,1010001,52,H,76,1005
28126,265,1010001,91,A,14,1013
28127,265,1010001,10,A,14,1013
28128,272,1010001,9,I,72,1002
28129,306,1010016,10,B,61,1017
28130,306,1010016,9,B,61,1017
28131,57,1010001,81,J,43,1018
28132,258,1010016,51,A,11,1010
28133,258,1010007,10,A,11,1010
28134,258,1010001,9,A,11,1010
28135,258,1010001,10,A,11,1010
28136,258,1010017,71,A,11,1010
28137,258,1010016,83,A,11,1010
28138,258,1010016,9,A,11,1010
28139,258,1010016,51,A,11,1010
28140,286,1010001,73,I,72,1017
28141,258,1010016,10,A,11,1010
28142,253,1010016,32,A,11,1010
28143,253,1010016,9,A,11,1010
28144,253,1010016,52,A,11,1010
